('3:36\n', '1\n')
('3:35\n', '1\n')
('3:34\n', '1\n')
('3:33\n', '1\n')
('3:33\n', '1\n')
('3:32\n', '1\n')
('3:31\n', '1\n')
('3:30\n', '1\n')
('3:29\n', '1\n')
('3:17\n', '1\n')
('3:16\n', '1\n')
('3:15\n', '1\n')
('3:14\n', '11\n')
('3:13\n', '11\n')
('3:12\n', '1\n')
('3:11\n', '1\n')
('3:10\n', '1\n')
('3:09\n', '1\n')
('3:09\n', '1\n')
('7:59\n', '2\n')
('7:58\n', '2\n')
('1:57\n', '2\n')
('7:56\n', '2\n')
('7:55\n', '2\n')
('71:54\n', '2\n')
('71:53\n', '2\n')
('7:52\n', '2\n')
('7:51\n', '2\n')
('7:49\n', '2\n')
('7:48\n', '2\n')
('4:05\n', '2\n')
('4:04\n', '2\n')
('4:03\n', '2\n')
('4:02\n', '2\n')
('4:01\n', '2\n')
('4:00\n', '2\n')
('3:59\n', '2\n')
('3:58\n', '2\n')
('3:57\n', '2\n')
('3:56\n', '2\n')
('3:56\n', '2\n')
('3:56\n', '2\n')
(':14.4\n', '2\n')
('13.4\n', '2\n')
('12.4\n', '2\n')
('11.5\n', '2\n')
('10.5\n', '2\n')
('10.1\n', '2\n')
('10.1\n', '2\n')
('10.1\n', '2\n')
('10.1\n', '2\n')
('10.1\n', '2\n')
('9:46\n', '3\n')
('9:45\n', '3\n')
('9:44\n', '3\n')
('9:43\n', '3\n')
('9:42\n', '3\n')
('9:41\n', '3\n')
('9:40\n', '3\n')
('9:39\n', '3\n')
('7:38\n', '3\n')
('7:37\n', '3\n')
('7:36\n', '3\n')
('7:35\n', '3\n')
('7:34\n', '3\n')
('71:29\n', '3\n')
('7:28\n', '3\n')
('4:45\n', '4\n')
('4:44\n', '4\n')
('4:43\n', '4\n')
('4:42\n', '4\n')
('4:41\n', '4\n')
('4:40\n', '4\n')
('4:39\n', '4\n')
('4:38\n', '4\n')
('4:38\n', '4\n')
('1:58\n', '4\n')
('1:57\n', '4\n')
('1:56\n', '4\n')
('1:55\n', '4\n')
('1:54\n', '4\n')
('1:54\n', '4\n')
('1:54\n', '4\n')
('1:54\n', '4\n')
('42.2\n', '4\n')
('41.2\n', '4\n')
('40.2\n', '4\n')
('39.2\n', '4\n')
('38.2\n', '4\n')
('37.2\n', '4\n')
(':36.3\n', '4\n')
(':35.5\n', '4\n')
(':35.5\n', '4\n')
(':35.5\n', '4\n')
(':05\n', '41\n')
(':04\n', '41\n')
(':03.\n', '41\n')
(':02.\n', '41\n')
(':02\n', '41\n')
(':02\n', '41\n')
(':02\n', '41\n')
(':02.\n', '41\n')
(':02.\n', '41\n')
(':02.\n', '41\n')
(':02.\n', '41\n')
(':01.\n', '41\n')
(':00\n', '41\n')
(':00.\n', '41\n')
(':00.\n', '41\n')
