('7:33\n', '1\n')
('7:31\n', '1\n')
('7:29\n', '1\n')
('7:28\n', '1\n')
('7:27\n', '1\n')
('6:00\n', '1\n')
('5:58\n', '1\n')
('5:57\n', '1\n')
('5:54\n', '1\n')
('1:20\n', '1\n')
('1:17\n', '1\n')
('1:16\n', '1\n')
('11:21\n', '2\n')
('11:20\n', '2\n')
('11:19\n', '2\n')
('11:18\n', '2\n')
('10:48\n', '2\n')
('10:45\n', '2\n')
('10:44\n', '2\n')
('10:44\n', '2\n')
('10:43\n', '2\n')
('10:42\n', '2\n')
('10:22\n', '2\n')
('10:21\n', '2\n')
('10:20\n', '2\n')
('10:19\n', '2\n')
('10:18\n', '2\n')
('10:15\n', '2\n')
('10:14\n', '2\n')
('10:13\n', '2\n')
('2:34\n', '2\n')
('2:33\n', '2\n')
('2:32\n', '2\n')
('2:31\n', '2\n')
('2:30\n', '2\n')
('2:26\n', '2\n')
('2:25\n', '2\n')
('10:46\n', '3\n')
('10:45\n', '3\n')
('10:44\n', '3\n')
('10:43\n', '3\n')
('10:42\n', '3\n')
('8:55\n', '3\n')
('8:54\n', '3\n')
('8:53\n', '3\n')
('8:52\n', '3\n')
('8:51\n', '3\n')
('8:50\n', '3\n')
('8:49\n', '3\n')
('8:10\n', '3\n')
('8:09\n', '3\n')
('8:08\n', '3\n')
('8:07\n', '3\n')
('8:06\n', '3\n')
('8:05\n', '3\n')
('.5:58\n', '3\n')
('.5:44\n', '3\n')
('.5:44\n', '3\n')
('2:21\n', '3\n')
('.2:20\n', '3\n')
