('5:08\n', '1\n')
('5:07\n', '1\n')
('5:07\n', '1\n')
('5:06\n', '1\n')
('5:05\n', '1\n')
('4:41\n', '1\n')
('4:40\n', '1\n')
('4:40\n', '1\n')
('4:39\n', '1\n')
('4:38\n', '1\n')
('4:37\n', '1\n')
('4:35\n', '1\n')
('4:34\n', '1\n')
('29.7\n', '1\n')
('28.7\n', '1\n')
('27.8\n', '1\n')
('26.8\n', '1\n')
('25.8\n', '1\n')
('10:45\n', '2\n')
('10:44\n', '2\n')
('10:43\n', '2\n')
('10:42\n', '2\n')
('10:00\n', '2\n')
('9:59\n', '2\n')
('9:58\n', '2\n')
('9:57\n', '2\n')
('9:56\n', '2\n')
('8:55\n', '2\n')
('8:54\n', '2\n')
('8:53\n', '2\n')
('8:52\n', '2\n')
('8:51\n', '2\n')
('8:50\n', '2\n')
('8:49\n', '2\n')
('8:48\n', '2\n')
('8:47\n', '2\n')
('6:36\n', '2\n')
('6:35\n', '2\n')
('6:34\n', '2\n')
('6:33\n', '2\n')
('6:32\n', '2\n')
('5:43\n', '2\n')
('5:42\n', '2\n')
('5:41\n', '2\n')
('5:41\n', '2\n')
('5:40\n', '2\n')
('1:12\n', '2\n')
('1:11\n', '2\n')
('1:10\n', '2\n')
('1:09\n', '2\n')
('1:08\n', '2\n')
('1:07\n', '2\n')
('9:02\n', '3\n')
('9:01\n', '3\n')
('9:00\n', '3\n')
('8:59\n', '3\n')
('8:58\n', '3\n')
('8:57\n', '3\n')
('8:13\n', '3\n')
('8:12\n', '3\n')
('8:11\n', '3\n')
('8:10\n', '3\n')
('8:09\n', '3\n')
('7:22\n', '3\n')
('7:21\n', '3\n')
('7:20\n', '3\n')
('7:19\n', '3\n')
('7:18\n', '3\n')
('7:17\n', '3\n')
('7:17\n', '3\n')
('3:13\n', '3\n')
('3:12\n', '3\n')
('3:11\n', '3\n')
('3:10\n', '3\n')
('3:09\n', '3\n')
('3:08\n', '3\n')
('8:11\n', '4\n')
('8:10\n', '4\n')
('8:09\n', '4\n')
('8:08\n', '41\n')
('8:07\n', '41\n')
('8:06\n', '41\n')
('8:05\n', '4\n')
('8:04\n', '4\n')
