('9:27\n', '1\n')
('9:26\n', '1\n')
('9:25\n', '1\n')
('9:24\n', '1\n')
('9:23\n', '1\n')
('9:22\n', '1\n')
('9:21\n', '1\n')
('9:20\n', '1\n')
('9:19\n', '1\n')
('4:33\n', '1\n')
('4:32\n', '1\n')
('4:31\n', '1\n')
('4:30\n', '1\n')
('4:29\n', '1\n')
('4:29\n', '1\n')
('4:29\n', '1\n')
('4:29\n', '1\n')
('4:29\n', '1\n')
('4:29\n', '1\n')
('3:01\n', '1\n')
('3:00\n', '1\n')
('2:59\n', '1\n')
('2:58\n', '1\n')
('2:58\n', '1\n')
('2:58\n', '1\n')
('2:58\n', '1\n')
('8:55\n', '2\n')
('8:54\n', '2\n')
('8:53\n', '2\n')
('8:52\n', '2\n')
('8:51\n', '2\n')
('8:50\n', '2\n')
('7:50\n', '2\n')
('7:49\n', '2\n')
('7:48\n', '2\n')
('1:47\n', '2\n')
('1:47\n', '2\n')
('1:47\n', '2\n')
('2:29\n', '2\n')
('2:28\n', '2\n')
('2:27\n', '2\n')
('2:27\n', '2\n')
('2:26\n', '2\n')
('2:25\n', '2\n')
('2:24\n', '2\n')
('2:23\n', '2\n')
('2:22\n', '2\n')
('2:18\n', '2\n')
('2174\n', '2\n')
(':05.3\n', '2\n')
('104.3\n', '2\n')
('103.3\n', '2\n')
('02.4\n', '2\n')
(':01.4\n', '2\n')
('101.2\n', '2\n')
(':01.2\n', '2\n')
('5:56\n', '3\n')
('5:55\n', '3\n')
('5:54\n', '3\n')
('5:53\n', '3\n')
('5:52\n', '3\n')
('5:51\n', '3\n')
('5:50\n', '3\n')
('5:49\n', '3\n')
('5480\n', '3\n')
('18.0\n', '3\n')
('17.0\n', '3\n')
(':16.0\n', '3\n')
('215.1\n', '3\n')
('14.2\n', '3\n')
('214.2\n', '3\n')
('214.2\n', '3\n')
('2:48\n', '4\n')
('2:47\n', '41\n')
('2:46\n', '41\n')
('2:45\n', '41\n')
('2:44\n', '41\n')
('2:43\n', '41\n')
('1:54\n', '41\n')
('1:53\n', '41\n')
('1:52\n', '41\n')
('1:51\n', '41\n')
('1:50\n', '41\n')
('1:50\n', '41\n')
('1.50\n', '4\n')
('1:50\n', '4\n')
