('8:19\n', '11\n')
('8:18\n', '11\n')
('8:17\n', '11\n')
('8:16\n', '1\n')
('8:15\n', '11\n')
('7:18\n', '11\n')
('1:17\n', '11\n')
('7:16\n', '11\n')
('1:15\n', '1\n')
('7:14\n', '1\n')
('7:13\n', '11\n')
('7:12\n', '11\n')
('7:10\n', '1\n')
('7:09\n', '1\n')
('7:08\n', '1\n')
('5:20\n', '11\n')
('5:19\n', '1\n')
('5:18\n', '1\n')
('517\n', '11\n')
('5:16\n', '11\n')
('10:20\n', '2\n')
('10:19\n', '2\n')
('10:18\n', '2\n')
('10:17\n', '2\n')
('10:16\n', '2\n')
('10:15\n', '2\n')
('10:12\n', '2\n')
('10:12\n', '2\n')
('10:12\n', '2\n')
('8:54\n', '2\n')
('8:53\n', '2\n')
('8:52\n', '2\n')
('8:51\n', '2\n')
('8:51\n', '2\n')
('8:50\n', '2\n')
('8:48\n', '2\n')
('8:48\n', '2\n')
('7:55\n', '2\n')
('7:54\n', '2\n')
('7:53\n', '2\n')
('7:52\n', '2\n')
('7:48\n', '2\n')
('7:47\n', '2\n')
('6:10\n', '2\n')
('6:07\n', '2\n')
('6:05\n', '2\n')
('4:40\n', '2\n')
('4:39\n', '2\n')
('4:38\n', '2\n')
('4:37\n', '2\n')
('4:36\n', '2\n')
('4:33\n', '2\n')
('4:32\n', '2\n')
('4:31\n', '2\n')
('1:53\n', '2\n')
('1:52\n', '2\n')
('1:51\n', '2\n')
('1:50\n', '2\n')
('1:49\n', '2\n')
('1:48\n', '2\n')
('1:46\n', '2\n')
('1:46\n', '2\n')
('11:49\n', '3\n')
('11:48\n', '3\n')
('11:47\n', '3\n')
('11:46\n', '3\n')
('11:45\n', '3\n')
('11:44\n', '3\n')
('5:57\n', '3\n')
('5:56\n', '3\n')
('5:55\n', '3\n')
('5:54\n', '3\n')
('5:53\n', '3\n')
('5:52\n', '3\n')
('5:48\n', '3\n')
('5:47\n', '3\n')
('4:12\n', '3\n')
('4:11\n', '3\n')
('4:10\n', '3\n')
('4:09\n', '3\n')
('4:08\n', '3\n')
('4:07\n', '3\n')
('4:04\n', '3\n')
('4:03\n', '3\n')
('2:36\n', '3\n')
('2:35\n', '3\n')
('2:34\n', '3\n')
('2:33\n', '3\n')
('2:32\n', '3\n')
('2:31\n', '3\n')
('2:30\n', '3\n')
('2:29\n', '3\n')
('2:25\n', '3\n')
('2:24\n', '3\n')
('10:56\n', '4\n')
('10:55\n', '4\n')
('10:54\n', '4\n')
('10:53\n', '4\n')
('10:52\n', '4\n')
('10:51\n', '4\n')
('10:50\n', '4\n')
('8:36\n', '4\n')
('8:35\n', '4\n')
('8:34\n', '4\n')
('8:33\n', '4\n')
('8:32\n', '4\n')
('8:31\n', '4\n')
('8:29\n', '4\n')
('8:28\n', '4\n')
('5:41\n', '4\n')
('5:41\n', '4\n')
('5:40\n', '4\n')
('5:39\n', '4\n')
('5:38\n', '4\n')
('5:37\n', '4\n')
('5:34\n', '4\n')
('5:33\n', '4\n')
('5:32\n', '4\n')
