('7:08\n', '11\n')
('7:07\n', '11\n')
('7:06\n', '1\n')
('7:05\n', '11\n')
('7:04\n', '11\n')
('7:03\n', '11\n')
('7:02\n', '11\n')
('7:01\n', '11\n')
('1:08\n', '11\n')
('1:07\n', '11\n')
('1:06\n', '11\n')
('1:05\n', '11\n')
('1:04\n', '11\n')
('1:03\n', '1\n')
('1:03\n', '1\n')
('1:03\n', '11\n')
('1:03\n', '11\n')
('1:03\n', '11\n')
('1:03\n', '11\n')
('10:20\n', '2\n')
('10:19\n', '2\n')
('10:18\n', '2\n')
('10:18\n', '2\n')
('10:17\n', '2\n')
('10:16\n', '2\n')
('10:15\n', '2\n')
('10:14\n', '2\n')
('10:13\n', '2\n')
('9:40\n', '2\n')
('9:39\n', '2\n')
('9:38\n', '2\n')
('9:37\n', '2\n')
('9:36\n', '2\n')
('9:35\n', '2\n')
('9:34\n', '2\n')
('9:33\n', '2\n')
('9:32\n', '2\n')
('9:32\n', '2\n')
('9:32\n', '2\n')
('9:32\n', '2\n')
('12.7\n', '2\n')
('11.7\n', '2\n')
(':10.8\n', '2\n')
(':07.8\n', '2\n')
(':07\n', '2\n')
(':07\n', '2\n')
(':07\n', '2\n')
('10:14\n', '3\n')
('10:13\n', '3\n')
('10:12\n', '3\n')
('10:11\n', '3\n')
('10:10\n', '3\n')
('10:10\n', '3\n')
('10:10\n', '3\n')
('10:10\n', '3\n')
('. 1\n', '4\n\n4\n')
('1:08\n', '3\n')
('1:07\n', '3\n')
('1:06\n', '3\n')
('1:05\n', '3\n')
('1:04\n', '3\n')
('1:03\n', '3\n')
('1:02\n', '3\n')
('1:01\n', '3\n')
('1:00\n', '3\n')
('1:00\n', '3\n')
('1:00\n', '3\n')
('1:00\n', '3\n')
('1:00\n', '3\n')
('1:00\n', '3\n')
('8:41\n', '4\n')
('8:40\n', '4\n')
('8:39\n', '4\n')
('8:39\n', '4\n')
('8:38\n', '4\n')
('8:37\n', '4\n')
('8:36\n', '4\n')
('8:35\n', '4\n')
('8:34\n', '4\n')
('8:33\n', '4\n')
('8:33\n', '4\n')
('8:33\n', '4\n')
('8:33\n', '4\n')
('5:45\n', '4\n')
('5:44\n', '4\n')
('5:43\n', '4\n')
('5:42\n', '4\n')
('5:41\n', '4\n')
('5:40\n', '4\n')
('5:39\n', '4\n')
('5:33\n', '4\n')
('5:32\n', '4\n')
('5:31\n', '4\n')
('5:35\n', '4\n')
('5:34\n', '4\n')
('5:34\n', '4\n')
('5:33\n', '4\n')
