('7:45\n', '1\n')
('7:44\n', '1\n')
('7:43\n', '1\n')
('7:42\n', '1\n')
('7:41\n', '1\n')
('7:40\n', '1\n')
('7:39\n', '1\n')
('4:31\n', '1\n')
('4:30\n', '1\n')
('4:29\n', '1\n')
('4.28\n', '1\n')
('4:27\n', '1\n')
('4:24\n', '1\n')
('4:23\n', '1\n')
('2:06\n', '1\n')
('2:05\n', '1\n')
('2:04\n', '1\n')
('2:03\n', '1\n')
('2:02\n', '1\n')
('2:01\n', '1\n')
('2:00\n', '1\n')
('24.2\n', '1\n')
('23.3\n', '1\n')
('22.3\n', '1\n')
('21.3\n', '1\n')
('20.4\n', '1\n')
('20.4\n', '1\n')
('18.7\n', '1\n')
('10:41\n', '2\n')
('10:4\n', '2\n')
('10:36\n', '2\n')
('10:3\n', '2\n')
('10:37\n', '2\n')
('10:36\n', '2\n')
('10:35\n', '2\n')
('10:35\n', '2\n')
('0\n', '4\n')
('5:35\n', '2\n')
('5:34\n', '2\n')
('5:33\n', '2\n')
('5:32\n', '2\n')
('5:31\n', '2\n')
('5:30\n', '2\n')
('5:29\n', '2\n')
('5:28\n', '2\n')
('23.4\n', '2\n')
('22.4\n', '2\n')
('21.4\n', '2\n')
('20.4\n', '2\n')
('19.4\n', '2\n')
('19.3\n', '2\n')
('19.3\n', '2\n')
('9:37\n', '3\n')
('9:36\n', '3\n')
('9:35\n', '3\n')
('9:34\n', '3\n')
('9:33\n', '3\n')
('9:32\n', '3\n')
('6:09\n', '3\n')
('6:08\n', '3\n')
('6:07\n', '3\n')
('6:06\n', '3\n')
('6:05\n', '3\n')
('6:04\n', '3\n')
('6:03\n', '3\n')
('6:32\n', '4\n')
('6:31\n', '4\n')
('6:30\n', '4\n')
('6:29\n', '4\n')
('6:28\n', '4\n')
('6.272\n', '4\n')
('6:22\n', '4\n')
('5:30\n', '4\n')
('5:29\n', '4\n')
('5:28\n', '4\n')
('5:27\n', '4\n')
('5:26\n', '4\n')
('5:25\n', '4\n')
('5:24\n', '4\n')
('5:03\n', '4\n')
('5:02\n', '4\n')
('5:01\n', '4\n')
('5:00\n', '4\n')
('4:59\n', '4\n')
('4:58\n', '4\n')
('3:09\n', '4\n')
('3:08\n', '4\n')
('3:07\n', '4\n')
('3:06\n', '4\n')
('3:05\n', '4\n')
('3.04\n', '4\n')
('3:03\n', '4\n')
('2:59\n', '41\n')
('2:58\n', '4\n')
(':36.1\n', '4\n')
(':35.2\n', '4\n')
(':34.2\n', '4\n')
('33.2\n', '4\n')
('32.6\n', '4\n')
('32.6\n', '4\n')
('32.6\n', '4\n')
('11.7\n', '4\n')
(':10.6\n', '4\n')
(':09.7\n', '4\n')
(':08.7\n', '4\n')
(':07.7\n', '4\n')
(':06.7\n', '4\n')
(':05.9\n', '4\n')
