('5:48\n', '1\n')
('5:47\n', '1\n')
('5:46\n', '1\n')
('5:45\n', '1\n')
('5:44\n', '1\n')
('5:43\n', '1\n')
('5:42\n', '1\n')
('5:42\n', '1\n')
('9:42\n', '2\n')
('9:41\n', '2\n')
('9:40\n', '2\n')
('9:39\n', '2\n')
('9:38\n', '2\n')
('9:37\n', '2\n')
('9:36\n', '2\n')
('9:32\n', '2\n')
('9:30\n', '2\n')
('6:14\n', '2\n')
('6:13\n', '2\n')
('6:12\n', '2\n')
('6:11\n', '2\n')
('6:10\n', '2\n')
('6:09\n', '2\n')
('6:06\n', '2\n')
('6:05\n', '2\n')
(':38.9\n', '2\n')
('37.9\n', '2\n')
(':36.9\n', '2\n')
(':35.9\n', '2\n')
(':34.9\n', '2\n')
('33.9\n', '2\n')
(':33.0\n', '2\n')
(':33.0\n', '2\n')
(':30.8\n', '2\n')
('129.8\n', '2\n')
('103.5\n', '2\n')
('102.5\n', '2\n')
('01.6\n', '2\n')
('100.6\n', '2\n')
(':00.0\n', '2\n')
('.\n', '4\n')
('9:42\n', '3\n')
('9:41\n', '3\n')
('9:40\n', '3\n')
('9:39\n', '3\n')
('9:38\n', '3\n')
('9:37\n', '3\n')
('9:15\n', '3\n')
('9:14\n', '3\n')
('9:13\n', '3\n')
('9:12\n', '3\n')
('9:11\n', '3\n')
('9:10\n', '3\n')
('9:09\n', '3\n')
('5:12\n', '3\n')
('5:11\n', '3\n')
('5:10\n', '3\n')
('5:10\n', '3\n')
('5:09\n', '3\n')
('5:08\n', '3\n')
('5:07\n', '3\n')
('5:06\n', '3\n')
('5:05\n', '3\n')
('2:02\n', '3\n')
('2:01\n', '3\n')
('2:00\n', '3\n')
('1:59\n', '3\n')
('1:58\n', '3\n')
('1:57\n', '3\n')
('1:56\n', '3\n')
('1:55\n', '3\n')
('1:53\n', '3\n')
('1:52\n', '3\n')
('11\n', '22\n')
('11\n', '422\n')
('11\n', '22\n')
('111\n', '22\n')
('4:56\n', '4\n')
('4:55\n', '4\n')
('4:54\n', '4\n')
('4:53\n', '4\n')
('4:52\n', '4\n')
('4:51\n', '4\n')
('4:46\n', '4\n')
('4:45\n', '4\n')
('4:12\n', '4\n')
('4:11\n', '4\n')
('4:10\n', '4\n')
('4:09\n', '4\n')
('4:08\n', '4\n')
('4:07\n', '4\n')
('4:07\n', '4\n')
('4:04\n', '4\n')
('4:03\n', '4\n')
('2:45\n', '4\n')
('2:44\n', '4\n')
('2:43\n', '4\n')
('2:42\n', '4\n')
('2:41\n', '4\n')
('2:35\n', '4\n')
('2:34\n', '4\n')
('128.7\n', '4\n')
('27.7\n', '4\n')
('126.7\n', '4\n')
('125.7\n', '4\n')
('24.7\n', '4\n')
('123.7\n', '4\n')
('123.5\n', '4\n')
('23.5\n', '4\n')
(':04.5\n', '4\n')
('03.5\n', '4\n')
('102.6\n', '4\n')
('01.6\n', '4\n')
('100.6\n', '4\n')
(':00.0\n', '4\n')
(':00.0\n', '4\n')
(':00.0\n', '4\n')
