('7:04\n', '1\n')
('7:03\n', '1\n')
('7:02\n', '1\n')
('7:01\n', '1\n')
('7:00\n', '1\n')
('9:07\n', '2\n')
('9:04\n', '2\n')
('9:02\n', '2\n')
('9:01\n', '2\n')
('8:27\n', '2\n')
('8:24\n', '2\n')
('7:30\n', '2\n')
('7:29\n', '2\n')
('7:28\n', '2\n')
('7:28\n', '2\n')
('7:27\n', '2\n')
('6:17\n', '2\n')
('1:05\n', '2\n')
('1:04\n', '2\n')
('1:03\n', '2\n')
('1:02\n', '2\n')
('1:00\n', '2\n')
('11:36\n', '3\n')
('11:36\n', '3\n')
('11:35\n', '3\n')
('11:34\n', '3\n')
('11:33\n', '3\n')
('11:32\n', '3\n')
('5:54\n', '3\n')
('5:51\n', '3\n')
('5:49\n', '3\n')
('5:48\n', '3\n')
('8:46\n', '4\n')
('8:45\n', '4\n')
('8:44\n', '4\n')
('8:43\n', '4\n')
('8:42\n', '4\n')
('7:20\n', '4\n')
('7:19\n', '4\n')
('7:18\n', '4\n')
('1:17\n', '4\n')
('7:16\n', '4\n')
('7:15\n', '4\n')
('5:16\n', '4\n')
('5:15\n', '4\n')
('5:14\n', '4\n')
('5:12\n', '4\n')
('4:00\n', '4\n')
('3:59\n', '4\n')
('3:58\n', '4\n')
('3:57\n', '4\n')
('3:27\n', '4\n')
('2:03\n', '4\n')
('2:01\n', '4\n')
('1:59\n', '4\n')
('1:01\n', '4\n')
('59.4\n', '4\n')
('58.4\n', '4\n')
('57.4\n', '4\n')
('56.4\n', '4\n')
('25.5\n', '4\n')
('24.5\n', '4\n')
('22.5\n', '4\n')
('21.5\n', '4\n')
('21.0\n', '4\n')
('04.\n', '41\n')
(':01.\n', '41\n')
(':00.\n', '41\n')
(':00.\n', '41\n')
(':00.\n', '41\n')
