('1:14\n', '1\n')
('1:13\n', '1\n')
('1:12\n', '1\n')
('1:11\n', '1\n')
('1:11\n', '1\n')
('10:35\n', '2\n')
('10:34\n', '2\n')
('10:33\n', '2\n')
('10:32\n', '2\n')
('10:31\n', '2\n')
('10:30\n', '2\n')
('10:27\n', '2\n')
('10:26\n', '2\n')
('4:45\n', '2\n')
('4:44\n', '2\n')
('4:43\n', '2\n')
('4:42\n', '2\n')
('4:41\n', '2\n')
('4:40\n', '2\n')
('4:17\n', '2\n')
('4:16\n', '2\n')
('4:15\n', '2\n')
('4:14\n', '2\n')
('4:13\n', '2\n')
('3:35\n', '2\n')
('3:34\n', '2\n')
('3:33\n', '2\n')
('3:32\n', '2\n')
('3:31\n', '2\n')
('3:25\n', '2\n')
('3:24\n', '2\n')
('2:24\n', '2\n')
('2:23\n', '2\n')
('2:22\n', '2\n')
('2:21\n', '2\n')
('2:21\n', '2\n')
('2:21\n', '2\n')
('2:21\n', '2\n')
('2:21\n', '2\n')
('141.2\n', '2\n')
('140.3\n', '2\n')
('39.3\n', '2\n')
(':38.3\n', '2\n')
('37.3\n', '2\n')
(':36.4\n', '2\n')
(':36.4\n', '2\n')
(':36.4\n', '2\n')
('10:06\n', '3\n')
('10:05\n', '3\n')
('10:04\n', '3\n')
('10:03\n', '3\n')
('10:02\n', '3\n')
('10:01\n', '3\n')
('9:58\n', '3\n')
('9:57\n', '3\n')
('5:36\n', '3\n')
('5:35\n', '3\n')
('5:34\n', '3\n')
('5:33\n', '3\n')
('5:32\n', '3\n')
('2:01\n', '3\n')
('2:00\n', '3\n')
('1:59\n', '3\n')
('1:58\n', '3\n')
('1:57\n', '3\n')
(':05.0\n', '3\n')
('104.1\n', '3\n')
('103.1\n', '3\n')
('102.1\n', '3\n')
('01.1\n', '3\n')
('8:30\n', '4\n')
('8:29\n', '4\n')
('8:28\n', '4\n')
('8:27\n', '4\n')
('8:26\n', '4\n')
('6:38\n', '4\n')
('6:37\n', '4\n')
('6:36\n', '4\n')
('6:35\n', '4\n')
('6:34\n', '4\n')
('6:33\n', '4\n')
('6:30\n', '4\n')
('6:29\n', '4\n')
('4:47\n', '4\n')
('4:46\n', '4\n')
('4:45\n', '4\n')
('4:44\n', '4\n')
('4:43\n', '4\n')
('4:42\n', '4\n')
('4:38\n', '4\n')
('4:37\n', '4\n')
('41.6\n', '4\n')
('140.6\n', '4\n')
(':39.6\n', '4\n')
(':39.2\n', '4\n')
(':39.2\n', '4\n')
