('3:36\n', '1\n')
('3:35\n', '1\n')
('3:34\n', '1\n')
('3:33\n', '1\n')
('3:32\n', '1\n')
('1\n', '1\n')
('3.4\n', '1\n')
('2.4\n', '1\n')
('1.5\n', '1\n')
('0.5\n', '1\n')
('0.3\n', '1\n')
('6:36\n', '2\n')
('6:35\n', '2\n')
('6:35\n', '2\n')
('6:34\n', '2\n')
('6:33\n', '2\n')
('6:32\n', '2\n')
('6:31\n', '2\n')
('6:30\n', '2\n')
('6:30\n', '2\n')
('5:06\n', '2\n')
('5:05\n', '2\n')
('5:04\n', '2\n')
('5:03\n', '2\n')
('5:03\n', '2\n')
('5:02\n', '2\n')
('5:01\n', '2\n')
('33.7\n', '2\n')
('31.8\n', '2\n')
('30.8\n', '2\n')
('29.8\n', '2\n')
('29.0\n', '2\n')
('7:01\n', '3\n')
('7:00\n', '3\n')
('6:59\n', '3\n')
('6:58\n', '3\n')
('6:57\n', '3\n')
('29.2\n', '3\n')
('28.3\n', '3\n')
('27.3\n', '3\n')
('26.4\n', '3\n')
('26.4\n', '3\n')
('26.94\n', '3\n')
('8:18\n', '4\n')
('8:17\n', '4\n')
('8:16\n', '4\n')
('8:15\n', '4\n')
('8:14\n', '4\n')
('8:13\n', '4\n')
('8:08\n', '4\n')
('8:08\n', '4\n')
('6:56\n', '4\n')
('6:55\n', '4\n')
('6:54\n', '4\n')
('6:53\n', '4\n')
('6:52\n', '4\n')
('6:51\n', '4\n')
('6:50\n', '4\n')
('3:23\n', '4\n')
('3:22\n', '4\n')
('3:21\n', '4\n')
('3:20\n', '4\n')
('3:19\n', '4\n')
('3:18\n', '4\n')
('14\n', '4\n')
('1:11\n', '4\n')
('1:10\n', '4\n')
('1:09\n', '4\n')
('1:08\n', '4\n')
('1:07\n', '4\n')
('1:06\n', '4\n')
('1:06\n', '4\n')
('1:06\n', '4\n')
('1:05\n', '4\n')
('31.8\n', '4\n')
('30.8\n', '4\n')
('29.8\n', '4\n')
('28.8\n', '4\n')
('27.9\n', '4\n')
('26.9\n', '4\n')
('26.8\n', '4\n')
('26.8\n', '4\n')
('26.8\n', '4\n')
('26.49\n', '4\n')
('25.4\n', '4\n')
('24.4\n', '4\n')
('24.2\n', '4\n')
('24.2\n', '4\n')
('24.2\n', '4\n')
('2.8\n', '4\n')
('2.8\n', '4\n')
('2.5\n', '4\n')
('1.5\n', '4\n')
('0.5\n', '4\n')
('0.0\n', '4\n')
('0.0\n', '4\n')
('0.0\n', '4\n')
('0.0\n', '4\n')
