('5:50\n', '1\n')
('5:49\n', '1\n')
('5:48\n', '1\n')
('547\n', '1\n')
('5:46\n', '1\n')
('1:12\n', '1\n')
('1:11\n', '1\n')
('1:10\n', '1\n')
('1:09\n', '1\n')
('1:08\n', '1\n')
('1:07\n', '1\n')
('07.3\n', '1\n')
('06.8\n', '1\n')
('05.8\n', '1\n')
('04.8\n', '1\n')
('03.8\n', '1\n')
('03.2\n', '1\n')
('10:34\n', '2\n')
('10:33\n', '2\n')
('10:32\n', '2\n')
('10:31\n', '2\n')
('10:30\n', '2\n')
('10:29\n', '2\n')
('2:29\n', '2\n')
('2:28\n', '2\n')
('2:27\n', '2\n')
('2:26\n', '2\n')
('2:25\n', '21\n')
('4\n', '2\n')
('1:11\n', '2\n')
('1:10\n', '2\n')
('1:09\n', '2\n')
('1:08\n', '2\n')
('1:07\n', '2\n')
('1:06\n', '2\n')
('1:06\n', '2\n')
('1:06\n', '2\n')
('11:06\n', '2\n')
('1:06\n', '2\n')
('10:46\n', '3\n')
('10:45\n', '3\n')
('10:44\n', '3\n')
('10:43\n', '3\n')
('10:42\n', '3\n')
('10:41\n', '3\n')
('10:40\n', '3\n')
('7:28\n', '3\n')
('7:27\n', '3\n')
('7:26\n', '3\n')
('7:25\n', '3\n')
('7:24\n', '3\n')
('5:06\n', '3\n')
('5:05\n', '3\n')
('5:04\n', '3\n')
('5:04\n', '3\n')
('5:04\n', '3\n')
('5:04\n', '3\n')
('55.4\n', '3\n')
('545\n', '3\n')
('53.5\n', '3\n')
('525\n', '3\n')
('51.5\n', '3\n')
('50.5\n', '3\n')
('50.2\n', '3\n')
('04.7\n', '3\n')
(':03.8\n', '3\n')
('02.8\n', '3\n')
('01.8\n', '3\n')
('00.8\n', '3\n')
(':00.6\n', '3\n')
('6:20\n', '4\n')
('6:19\n', '4\n')
('6:18\n', '4\n')
('6:17\n', '4\n')
('6:16\n', '4\n')
('6:15\n', '4\n')
('6:14\n', '4\n')
('5.02\n', '4\n')
('5:01\n', '4\n')
('5:00\n', '4\n')
('4:59\n', '4\n')
('4:58\n', '4\n')
('3:49\n', '4\n')
('3:48\n', '4\n')
('3:47\n', '4\n')
('3:46\n', '4\n')
('3:45\n', '4\n')
('3:44\n', '4\n')
('2:29\n', '4\n')
('2:28\n', '4\n')
('2:28\n', '4\n')
('2:27\n', '4\n')
('2.26\n', '4\n')
('2:25\n', '4\n')
('1:26\n', '4\n')
('1:25\n', '4\n')
('1:24\n', '4\n')
('1:23\n', '4\n')
('1:22\n', '4\n')
('1:21\n', '4\n')
('1:21\n', '4\n')
