('5:24\n', '1\n')
('5:23\n', '1\n')
('5:23\n', '1\n')
('5:22\n', '1\n')
('5:21\n', '1\n')
('5:20\n', '1\n')
('5:19\n', '1\n')
('3:40\n', '1\n')
('3:39\n', '1\n')
('3:38\n', '1\n')
('3:37\n', '1\n')
('3:36\n', '1\n')
('3:35\n', '1\n')
('2:31\n', '1\n')
('2:30\n', '1\n')
('2:29\n', '1\n')
('2:28\n', '1\n')
('2:27\n', '1\n')
('2:26\n', '1\n')
(':04\n', '1\n')
(':03\n', '1\n')
(':03\n', '1\n')
('7:03\n', '1\n')
('7:03\n', '1\n')
(':03\n', '1\n')
('7:03\n', '1\n')
('8:54\n', '2\n')
('8:53\n', '2\n')
('8:52\n', '2\n')
('8:51\n', '2\n')
('8:50\n', '2\n')
('8:49\n', '2\n')
('8:49\n', '2\n')
('8:49\n', '2\n')
('7:25\n', '2\n')
('7:24\n', '2\n')
('7:23\n', '2\n')
('7:22\n', '2\n')
('71:21\n', '2\n')
('7:20\n', '2\n')
('4:04\n', '2\n')
('4:03\n', '2\n')
('4:02\n', '2\n')
('4:01\n', '2\n')
('4:00\n', '2\n')
('3:59\n', '2\n')
('2:11\n', '2\n')
('2:10\n', '2\n')
('2:09\n', '2\n')
('2:08\n', '2\n')
('2:07\n', '2\n')
('2:07\n', '2\n')
('2:07\n', '2\n')
('2:07\n', '2\n')
('2:07\n', '2\n')
('2:07\n', '2\n')
('7:58\n', '3\n')
('1:57\n', '3\n')
('7:56\n', '3\n')
('7:55\n', '3\n')
('6:28\n', '3\n')
('6:27\n', '3\n')
('6:26\n', '3\n')
('6:25\n', '3\n')
('6:24\n', '3\n')
('6:24\n', '3\n')
('6:24\n', '3\n')
('4:03\n', '3\n')
('4:02\n', '3\n')
('4:01\n', '3\n')
('4:00\n', '3\n')
('3:59\n', '3\n')
('3:58\n', '3\n')
('3:57\n', '3\n')
('3:56\n', '3\n')
('3:55\n', '3\n')
('7:53\n', '4\n')
('7:52\n', '4\n')
('71:51\n', '4\n')
('7:50\n', '4\n')
('7:49\n', '4\n')
('7:48\n', '4\n')
('71:47\n', '4\n')
('7:36\n', '4\n')
('7:36\n', '4\n')
('7:36\n', '4\n')
('7:36\n', '4\n')
('7:36\n', '4\n')
('5:33\n', '4\n')
('5:32\n', '4\n')
('5:31\n', '4\n')
('5:30\n', '4\n')
('5:00\n', '4\n')
('4:59\n', '4\n')
('4:58\n', '4\n')
('4:57\n', '4\n')
('4:56\n', '4\n')
('4:55\n', '4\n')
('4:54\n', '4\n')
('4:52\n', '4\n')
('4:52\n', '4\n')
('4:51\n', '4\n')
