('2:58\n', '1\n')
('2:57\n', '1\n')
('2:54\n', '1\n')
('2:53\n', '1\n')
('2:52\n', '1\n')
('11:13\n', '2\n')
('11:12\n', '2\n')
('11:11\n', '2\n')
('11:10\n', '2\n')
('11:09\n', '2\n')
('518\n', '2\n')
('7:49\n', '2\n')
('7:48\n', '2\n')
('7:47\n', '2\n')
('7:46\n', '2\n')
('7:45\n', '2\n')
('7:44\n', '2\n')
(':.3:19\n', '2\n')
(':3:18\n', '2\n')
(':3:17\n', '2\n')
(':3:16\n', '2\n')
(':3:15\n', '2\n')
(':3:14\n', '2\n')
(':3483\n', '1 2\n')
(':33.9\n', '2\n')
(':32.9\n', '2\n')
(':31.9\n', '2\n')
(':31.3\n', '2\n')
('9:43\n', '3\n')
('9:42\n', '3\n')
('9:41\n', '3\n')
('9:40\n', '3\n')
('9:39\n', '3\n')
('9:38\n', '3\n')
('9:35\n', '3\n')
('9:34\n', '3\n')
(':2:35\n', '3\n')
(':2:34\n', '3\n')
(':2:33\n', '3\n')
(':2:32\n', '3\n')
(':2:31\n', '3\n')
(':2:30\n', '3\n')
(':2:29\n', '3\n')
(':2:24\n', '1 3\n')
(':2:23\n', '13\n')
(':36.6\n', '3 3\n')
(':35.6\n', '3\n')
(':34.6\n', '3\n')
(':34.1\n', '3\n')
(':34.1\n', '3\n')
(':34.1\n', '3\n')
(':34.1\n', '3\n')
(':34.1\n', '3\n')
('.22.3\n', '3\n')
(':21.4\n', '3\n')
('.20.4\n', '3\n')
(':19.4\n', '3\n')
(':.18.4\n', '3\n')
(':17.4\n', '3\n')
(':17.2\n', '3\n')
('5:29\n', '4\n')
('5:28\n', '4\n')
('5:28\n', '4\n')
('5:27\n', '4\n')
('5:26\n', '4\n')
('5:25\n', '4\n')
(':4:49\n', '4\n')
(':4:47\n', '4\n')
(':4:46\n', '1 4\n')
(':4:45\n', '1 4\n')
(':4:44\n', '4\n')
(':3:28\n', '4\n')
(':3:28\n', '4\n')
(':3:27\n', '4\n')
(':3:26\n', '4\n')
(':3:25\n', '4\n')
(':1:42\n', '4\n')
(':1:41\n', '1 4\n')
(':1:40\n', '1 4\n')
(':1:39\n', '1 4\n')
(':1:38\n', '4\n')
(':1:38\n', '4\n')
(':1:38\n', '4\n')
('.1:38\n', '4\n')
(':42.8\n', '4\n')
(':41.8\n', '1 4\n')
(':399\n', '4\n')
(':38.8\n', '4\n')
(':38.1\n', '4\n')
(':38.1\n', '4\n')
(':19.4\n', '4\n')
(':.18.4\n', '4\n')
(':17.4\n', '4\n')
(':16.4\n', '4\n')
(':154\n', '4\n')
(':14.8\n', '4\n')
(':14.8\n', '4\n')
(':14.8\n', '4\n')
