('8:41\n', '11\n')
('8:40\n', '11\n')
('8:39\n', '11\n')
('8:38\n', '11\n')
('8:37\n', '11\n')
('6:19\n', '11\n')
('6:18\n', '11\n')
('6:17\n', '11\n')
('6:16\n', '11\n')
('6:15\n', '11\n')
('6:14\n', '1\n')
('6:13\n', '11\n')
('1:44\n', '11\n')
('1:43\n', '11\n')
('1:43\n', '11\n')
('1:42\n', '1\n')
('1:41\n', '11\n')
('1:37\n', '1\n')
('1:36\n', '11\n')
('11:00\n', '2\n')
('10:59\n', '2\n')
('10:58\n', '2\n')
('10:57\n', '2\n')
('10:56\n', '2\n')
('10:55\n', '2\n')
(':\n', '2\n')
('7:59\n', '2\n')
('7:58\n', '2\n')
('7:57\n', '2\n')
('7:56\n', '2\n')
('7:55\n', '2\n')
('7:53\n', '2\n')
('7:52\n', '2\n')
('6:02\n', '2\n')
('6:01\n', '2\n')
('6:00\n', '2\n')
('5:59\n', '2\n')
('5:58\n', '2\n')
('5:58\n', '2\n')
('5:00\n', '3\n')
('4:59\n', '3\n')
('4:58\n', '3\n')
('4:57\n', '3\n')
('4:57\n', '3\n')
('3:52\n', '3\n')
('3:52\n', '3\n')
('3:51\n', '3\n')
('3:50\n', '3\n')
('3:49\n', '3\n')
('03.7\n', '3\n')
('03.6\n', '3\n')
('02.6\n', '3\n')
('01.6\n', '3\n')
('00.6\n', '3\n')
('00.0\n', '3\n')
('00.0\n', '3\n')
('8:50\n', '41\n')
('8:49\n', '41\n')
('8:48\n', '41\n')
('8:47\n', '41\n')
('8:46\n', '4\n')
('8:45\n', '4\n')
('7:47\n', '41\n')
('7:46\n', '41\n')
('7:45\n', '41\n')
('7:44\n', '41\n')
('7:43\n', '41\n')
('547\n', '41\n')
('5:46\n', '41\n')
('5:45\n', '41\n')
('5:44\n', '41\n')
('5:44\n', '4\n')
('4:35\n', '41\n')
('4:34\n', '41\n')
('4:33\n', '41\n')
('4:32\n', '414\n')
('4:31\n', '4\n')
('4:30\n', '4\n')
('4:29\n', '41\n')
('28.7\n', '4\n')
('21.7\n', '4\n')
('25.7\n', '4\n')
('24.7\n', '41\n')
('23.7\n', '41\n')
('23.1\n', '4\n')
('23.1\n', '4\n')
('23.1\n', '4\n')
('23.1\n', '4\n')
('23.1\n', '4\n')
