('9:12\n', '11\n')
('9:11\n', '1\n')
('9:10\n', '11\n')
('9:09\n', '1\n')
('9:08\n', '1\n')
('9:07\n', '11\n')
('9:05\n', '11\n')
('9:04\n', '1\n')
('6:53\n', '1\n')
('6:52\n', '1\n')
('6:51\n', '1\n')
('6:50\n', '1\n')
('6:49\n', '11\n')
('6:48\n', '11\n')
('6:47\n', '1\n')
('6:47\n', '1\n')
('6:47\n', '1\n')
('6:47\n', '1\n')
('6:47\n', '1\n')
('6:47\n', '11\n')
('3:24\n', '1\n')
('3:23\n', '11\n')
('3:22\n', '1\n')
('3:21\n', '1\n')
('3:20\n', '1\n')
('3:19\n', '1\n')
('3:19\n', '1\n')
('11:48\n', '2\n')
('11:47\n', '2\n')
('11:46\n', '2\n')
('11:45\n', '2\n')
('11:44\n', '2\n')
('11:43\n', '2\n')
('8\n', '2\n')
('5:17\n', '2\n')
('5:16\n', '2\n')
('3\n', '2\n')
('5:14\n', '2\n')
('513\n', '2\n')
('5:12\n', '2\n')
('2:19\n', '2\n')
('2:18\n', '2\n')
('2:17\n', '2\n')
('2:16\n', '2\n')
('2:15\n', '2\n')
('2:14\n', '2\n')
('2:13\n', '2\n')
('8:13\n', '3\n')
('8:12\n', '3\n')
('8:11\n', '3\n')
('8:10\n', '3\n')
('8:09\n', '3\n')
('8:08\n', '3\n')
('8:07\n', '3\n')
('8:06\n', '3\n')
('8:06\n', '3\n')
('4:15\n', '3\n')
('4:14\n', '3\n')
('4:13\n', '3\n')
('4:12\n', '3\n')
('4:11\n', '3\n')
('4:10\n', '3\n')
('4:09\n', '3\n')
('2:35\n', '3\n')
('2:34\n', '3\n')
('2:33\n', '3\n')
('2:32\n', '3\n')
('2:31\n', '3\n')
('2:30\n', '3\n')
('2:29\n', '3\n')
('13.2\n', '3\n')
('12.2\n', '3\n')
('11.3\n', '3\n')
('10.3\n', '3\n')
('109.3\n', '3\n')
('108.3\n', '3\n')
('07.8\n', '3\n')
('07.8\n', '3\n')
('7:00\n', '4\n')
('7:00\n', '4\n')
('6:59\n', '4\n')
('6:58\n', '4\n')
('6:57\n', '4\n')
('6:56\n', '4\n')
('6:55\n', '4\n')
('6:54\n', '4\n')
('53.4\n', '4\n')
('524\n', '4\n')
('51.4\n', '4\n')
('504\n', '4\n')
('49.8\n', '4\n')
('49.8\n', '4\n')
('49.8\n', '4\n')
(':49.8\n', '4\n')
('335\n', '4\n')
('325\n', '4\n')
('31.5\n', '4\n')
('30.5\n', '4\n')
('29.6\n', '4\n')
('29.3\n', '4\n')
('129.3\n', '4\n')
('129.3\n', '4\n')
('129.3\n', '4\n')
('27.3\n', '4\n')
('26.3\n', '4\n')
('25.3\n', '4\n')
('24.3\n', '4\n')
('23.3\n', '4\n')
('229\n', '4\n')
('229\n', '4\n')
('22.9\n', '4\n')
('106.3\n', '4\n')
('106.0\n', '4\n')
('105.0\n', '4\n')
('04.0\n', '4\n')
('103.0\n', '4\n')
('102.0\n', '4\n')
('01.6\n', '4\n')
('01.6\n', '4\n')
('01.6\n', '4\n')
('01.6\n', '4\n')
('101.2\n', '4\n')
('100.2\n', '4\n')
('100.0\n', '4\n')
(':00.0\n', '4\n')
