('7:44\n', '11\n')
('7:43\n', '11\n')
('7:42\n', '1\n')
('7:41\n', '11\n')
('7:40\n', '11\n')
('7:39\n', '11\n')
('7:38\n', '1\n')
('7:36\n', '1\n')
('1:35\n', '1\n')
('6:51\n', '1\n')
('6:50\n', '11\n')
('6:49\n', '11\n')
('6:48\n', '1\n')
('6:47\n', '1\n')
('6:46\n', '1\n')
('6:45\n', '1\n')
('5:52\n', '11\n')
('5:51\n', '11\n')
('5:50\n', '11\n')
('5:49\n', '1\n')
('5:48\n', '1\n')
('5:47\n', '11\n')
('5:44\n', '1\n')
('5:43\n', '11\n')
('2:02\n', '11\n')
('2:01\n', '1\n')
('2:00\n', '11\n')
('1:59\n', '11\n')
('1:58\n', '1\n')
('1:57\n', '1\n')
('1:55\n', '11\n')
('1:54\n', '1\n')
('1:29\n', '11\n')
('1:28\n', '11\n')
('1:27\n', '11\n')
('1:26\n', '1\n')
('1:25\n', '11\n')
('1:24\n', '11\n')
('1:23\n', '1\n')
('7:05\n', '2\n')
('7:04\n', '2\n')
('7:03\n', '2\n')
('7:02\n', '2\n')
('7:01\n', '2\n')
('7:00\n', '2\n')
('6:59\n', '2\n')
('1:04\n', '2\n')
('1:03\n', '2\n')
('1:02\n', '2\n')
('1:01\n', '2\n')
('1:00\n', '2\n')
(':59.6\n', '2\n')
(':59.2\n', '2\n')
('9:22\n', '3\n')
('9:21\n', '3\n')
('9:20\n', '3\n')
('9:19\n', '3\n')
('9:18\n', '3\n')
('9:17\n', '3\n')
('9:16\n', '3\n')
('9:15\n', '3\n')
('9:14\n', '3\n')
('9:14\n', '3\n')
('9:14\n', '3\n')
('6:42\n', '3\n')
('6:41\n', '3\n')
('6:40\n', '3\n')
('6:39\n', '3\n')
('6:38\n', '3\n')
('6:37\n', '3\n')
('6:36\n', '3\n')
('6:35\n', '3\n')
('6:34\n', '3\n')
('1:45\n', '3\n')
('1:44\n', '3\n')
('1:43\n', '3\n')
('1:42\n', '3\n')
('1:41\n', '3\n')
('1:40\n', '3\n')
('1:39\n', '3\n')
('1:39\n', '3\n')
('1:39\n', '3\n')
('0:04.\n', '3\n')
('0:03\n', '3\n')
('0:02\n', '3\n')
('0:01\n', '3\n')
('0:00\n', '3\n')
('0:00\n', '3\n')
('8:35\n', '4\n')
('8:34\n', '4\n')
('8:33\n', '4\n')
('8:32\n', '4\n')
('8:31\n', '4\n')
('8:30\n', '4\n')
('8:28\n', '4\n')
('8:27\n', '4\n')
('8:26\n', '4\n')
