('8:30\n', '1\n')
('8:27\n', '1\n')
('8:26\n', '1\n')
('6:29\n', '1\n')
('6:28\n', '1\n')
('6:27\n', '1\n')
('6:26\n', '1\n')
('6:25\n', '1\n')
('1:30\n', '1\n')
('1:27\n', '1\n')
('10:18\n', '2\n')
('10:17\n', '2\n')
('10:16\n', '2\n')
('10:15\n', '2\n')
('10:14\n', '2\n')
('10:13\n', '2\n')
('10:12\n', '2\n')
('8:08\n', '2\n')
('8:07\n', '2\n')
('8:06\n', '2\n')
('8:05\n', '2\n')
('8:04\n', '2\n')
('8:03\n', '2\n')
('3:04\n', '2\n')
('3:03\n', '2\n')
('3:02\n', '2\n')
('3:01\n', '2\n')
('3:60\n', '2\n')
('2:49\n', '2\n')
('2:48\n', '2\n')
('2:47\n', '2\n')
('2:46\n', '2\n')
('2:45\n', '2\n')
('2:44\n', '2\n')
('11:09\n', '3\n')
('11:08\n', '3\n')
('11:07\n', '3\n')
('11:06\n', '3\n')
('11:05\n', '3\n')
('11:04\n', '3\n')
('11:02\n', '3\n')
('3:37\n', '3\n')
('3:37\n', '3\n')
('3:37\n', '3\n')
('3:37\n', '3\n')
('3:37\n', '3\n')
('3:37\n', '3\n')
('1:57\n', '3\n')
('1:56\n', '3\n')
('1:55\n', '3\n')
('1:54\n', '3\n')
('1:53\n', '3\n')
('1:52\n', '3\n')
('1:51\n', '3\n')
('1:17\n', '3\n')
('1:16\n', '3\n')
('1:15\n', '3\n')
('1:14\n', '3\n')
('43.7\n', '3\n')
('42.7\n', '3\n')
('41.7\n', '3\n')
('40.7\n', '3\n')
('40.3\n', '3\n')
('40.3\n', '3\n')
('7:34\n', '4\n')
('7:33\n', '4\n')
('7:32\n', '4\n')
('7:31\n', '4\n')
('7:30\n', '4\n')
('7:29\n', '4\n')
('7:28\n', '4\n')
('7:28\n', '4\n')
('7:27\n', '4\n')
