('7:53\n', '1\n')
('7:52\n', '1\n')
('7:51\n', '1\n')
('7:50\n', '1\n')
('7:49\n', '1\n')
('7:48\n', '1\n')
('7:46\n', '1\n')
('7:45\n', '1\n')
(':39.7\n', '1\n')
(':38.7\n', '1\n')
('37.7\n', '1\n')
(':36.8\n', '1\n')
(':35.8\n', '1\n')
(':34.8\n', '1\n')
(':34.8\n', '1\n')
(':34.8\n', '1\n')
(':34.6\n', '1\n')
('11:24\n', '2\n')
('11:23\n', '2\n')
('11:22\n', '2\n')
('11:21\n', '2\n')
('11:21\n', '2\n')
('11:21\n', '2\n')
('11:21\n', '2\n')
('6:36\n', '2\n')
('6:35\n', '2\n')
('6:34\n', '2\n')
('6:33\n', '2\n')
('6:32\n', '2\n')
('6:31\n', '2\n')
('6:28\n', '2\n')
('6:27\n', '2\n')
('3:12\n', '2\n')
('3:11\n', '2\n')
('3:10\n', '2\n')
('3:09\n', '2\n')
('3:08\n', '2\n')
('3:07\n', '2\n')
('3:06\n', '2\n')
('3:05\n', '2\n')
('3:04\n', '2\n')
('3:02\n', '2\n')
('1:58\n', '2\n')
('1:57\n', '2\n')
('1:56\n', '2\n')
('1:55\n', '2\n')
('1:54\n', '2\n')
('1:53\n', '2\n')
('1:52\n', '2\n')
('1:51\n', '2\n')
(':14.9\n', '2\n')
('13.9\n', '2\n')
('12.9\n', '2\n')
(':11.9\n', '2\n')
('11.3\n', '2\n')
('6:50\n', '3\n')
('6:49\n', '3\n')
('6:48\n', '3\n')
('6:47\n', '3\n')
('6:46\n', '3\n')
('6:46\n', '3\n')
('4:43\n', '3\n')
('4:42\n', '3\n')
('4:41\n', '3\n')
('4:40\n', '3\n')
('4:39\n', '3\n')
('4:38\n', '3\n')
('1:27\n', '3\n')
('1:26\n', '3\n')
('1:25\n', '3\n')
('1:24\n', '3\n')
('1:23\n', '3\n')
('1:22\n', '3\n')
('1:17\n', '3\n')
('1:16\n', '3\n')
('1:12\n', '3\n')
('1:11\n', '3\n')
('1:10\n', '3\n')
('1:09\n', '3\n')
('1:08\n', '3\n')
('1:07\n', '3\n')
('1:00\n', '3\n')
('1:00\n', '3\n')
('1:00\n', '3\n')
('1:00\n', '3\n')
('1:00\n', '3\n')
('7:49\n', '4\n')
('7:48\n', '4\n')
('7:47\n', '4\n')
('7:46\n', '4\n')
('7:45\n', '4\n')
('7:44\n', '4\n')
('7:43\n', '4\n')
('7:41\n', '4\n')
('7:40\n', '4\n')
('5:15\n', '4\n')
('5:14\n', '4\n')
('5:13\n', '4\n')
('5:12\n', '4\n')
('5:11\n', '4\n')
('5:10\n', '4\n')
('5:09\n', '4\n')
('5:07\n', '4\n')
('5:06\n', '4\n')
('2:51\n', '4\n')
('2:50\n', '4\n')
('2:49\n', '4\n')
('2:48\n', '4\n')
('2:47\n', '4\n')
('2:46\n', '4\n')
('2:45\n', '4\n')
('2:44\n', '4\n')
('2:44\n', '4\n')
('2:44\n', '4\n')
