('7:12\n', '1\n')
('7:11\n', '1\n')
('7:10\n', '1\n')
('7:09\n', '1\n')
('7:08\n', '1\n')
('7:07\n', '1\n')
('7:06\n', '1\n')
('7:05\n', '1\n')
('7:05\n', '1\n')
('7:05\n', '1\n')
('7:05\n', '1\n')
('7:05\n', '1\n')
('2:33\n', '1\n')
('2:32\n', '1\n')
('2:31\n', '1\n')
('2:30\n', '1\n')
('2:29\n', '1\n')
('2:28\n', '1\n')
('2:27\n', '1\n')
('6:35\n', '2\n')
('6:34\n', '2\n')
('6:33\n', '2\n')
('6:32\n', '2\n')
('6:31\n', '2\n')
('6:30\n', '2\n')
('6:29\n', '2\n')
('6:28\n', '2\n')
('6:27\n', '2\n')
('6:26\n', '2\n')
('6:08\n', '2\n')
('6:07\n', '2\n')
('6:06\n', '2\n')
('6:05\n', '2\n')
('6:04\n', '2\n')
('6:03\n', '2\n')
('6:02\n', '2\n')
('4:01\n', '2\n')
('4:00\n', '2\n')
('3:59\n', '2\n')
('3:58\n', '2\n')
('3:57\n', '2\n')
('3:56\n', '2\n')
('3:56\n', '2\n')
('1:03\n', '2\n')
('1:02\n', '2\n')
('1:01\n', '2\n')
('1:00\n', '2\n')
('59.3\n', '2\n')
('58.49\n', '2\n')
('57.7\n', '2\n')
('57.7\n', '2\n')
('57.7\n', '2\n')
('57.1\n', '2\n')
('56.2\n', '2\n')
('45.2\n', '2\n')
('44.2\n', '2\n')
('43.3\n', '2\n')
('42.7\n', '2\n')
('42.7\n', '2\n')
('8:33\n', '3\n')
('8:32\n', '3\n')
('8:31\n', '3\n')
('8:30\n', '3\n')
('8:29\n', '3\n')
('8:28\n', '3\n')
('8:27\n', '3\n')
('2:38\n', '3\n')
('2:37\n', '3\n')
('2:36\n', '3\n')
('2:35\n', '3\n')
('2:34\n', '3\n')
('2:33\n', '3\n')
('2:32\n', '3\n')
('2:31\n', '3\n')
('2:30\n', '3\n')
('2:29\n', '3\n')
('4:44\n', '4\n')
('4:43\n', '4\n')
('4:42\n', '4\n')
('4:41\n', '4\n')
('4:40\n', '4\n')
('4:39\n', '4\n')
('4:38\n', '4\n')
('3:34\n', '4\n')
('3:34\n', '4\n')
('3:32\n', '4\n')
('3:31\n', '4\n')
('3:30\n', '4\n')
('3:29\n', '4\n')
('3:28\n', '4\n')
('2:01\n', '4\n')
('2:00\n', '4\n')
('1:59\n', '4\n')
('1:58\n', '4\n')
('1:57\n', '4\n')
('1:56\n', '4\n')
('1:55\n', '4\n')
('1:55\n', '4\n')
