('8:54\n', '11\n')
('8:53\n', '1\n')
('8:52\n', '1\n')
('8:51\n', '11\n')
('8:49\n', '1\n')
('8:48\n', '1\n')
('1:04\n', '1\n')
('1:03\n', '1\n')
('1:02\n', '1\n')
('1:01\n', '1\n')
('10:28\n', '2\n')
('10:27\n', '2\n')
('10:26\n', '2\n')
('10:25\n', '2\n')
('10:24\n', '2\n')
('7:51\n', '2\n')
('7:50\n', '2\n')
('7:49\n', '2\n')
('7:48\n', '2\n')
('5:04\n', '2\n')
('5:03\n', '2\n')
('5:01\n', '2\n')
('3:20\n', '2\n')
('3:19\n', '2\n')
('3:18\n', '2\n')
('3:17\n', '2\n')
('3:16\n', '2\n')
('3:15\n', '2\n')
('3:14\n', '2\n')
('3:13\n', '2\n')
('3:12\n', '2\n')
(':55.1\n', '2\n')
(':54.2\n', '2\n')
(':53.2\n', '2\n')
(':52.2\n', '2\n')
(':51.2\n', '2\n')
(':51.2\n', '2\n')
(':50.6\n', '2\n')
(':49.7\n', '2\n')
('10:50\n', '3\n')
('10:49\n', '3\n')
('10:48\n', '3\n')
('10:47\n', '3\n')
('10:46\n', '3\n')
('10:45\n', '3\n')
('.\n', '3\n')
('10:41\n', '3\n')
('7:52\n', '3\n')
('7:51\n', '3\n')
('7:50\n', '3\n')
('7:49\n', '3\n')
('7:48\n', '3\n')
('6:04\n', '3\n')
('6:03\n', '3\n')
('6:02\n', '3\n')
('6:01\n', '3\n')
(':52.3\n', '3\n')
(':51.3\n', '3\n')
(':50.3\n', '3\n')
(':49.3\n', '3\n')
(':48.3\n', '3\n')
(':48.2\n', '3\n')
('8:02\n', '4\n')
('8:01\n', '4\n')
('7:59\n', '4\n')
('7:58\n', '4\n')
('7:57\n', '4\n')
('7:56\n', '4\n')
('7:55\n', '4\n')
('7:54\n', '4\n')
('7:53\n', '4\n')
('5:40\n', '4\n')
('5:39\n', '4\n')
('5:38\n', '4\n')
('5:37\n', '4\n')
('5:36\n', '4\n')
('5:36\n', '4\n')
('4:30\n', '4\n')
('4:29\n', '4\n')
('4:28\n', '4\n')
('4:27\n', '4\n')
('4:26\n', '4\n')
('4:25\n', '4\n')
('4:24\n', '4\n')
('4:23\n', '4\n')
('4:22\n', '4\n')
('4:21\n', '4\n')
('4:20\n', '4\n')
('1:12\n', '4\n')
('1:11\n', '4\n')
('1:10\n', '4\n')
('1:09\n', '4\n')
('1:08\n', '4\n')
('1:07\n', '4\n')
