('4:46\n', '11\n')
('4:45\n', '11\n')
('4:44\n', '11\n')
('4:43\n', '11\n')
('4:42\n', '11\n')
('4:41\n', '11\n')
('4:40\n', '11\n')
('4:39\n', '11\n')
('4:38\n', '11\n')
('4:38\n', '11\n')
('9:10\n', '2\n')
('9:09\n', '2\n')
('9:08\n', '2\n')
('9:07\n', '2\n')
('9:06\n', '2\n')
('9:05\n', '2\n')
('9:04\n', '2\n')
('9:03\n', '2\n')
('9:01\n', '2\n')
('9:00\n', '2\n')
('6:57\n', '2\n')
('6:56\n', '2\n')
('6:55\n', '2\n')
('6:54\n', '2\n')
('6:53\n', '2\n')
('6:52\n', '2\n')
('6:51\n', '2\n')
('6:50\n', '2\n')
('6:49\n', '2\n')
('6:49\n', '2\n')
('6:49\n', '2\n')
('5:22\n', '2\n')
('5:21\n', '2\n')
('5:20\n', '2\n')
('519\n', '2\n')
('5:18\n', '2\n')
('517\n', '2\n')
('5:16\n', '2\n')
('515\n', '2\n')
('515\n', '2\n')
('2:23\n', '2\n')
('2:22\n', '2\n')
('2:21\n', '2\n')
('2:20\n', '2\n')
('2:19\n', '2\n')
('2:18\n', '2\n')
('2:17\n', '2\n')
('2:16\n', '2\n')
('2:15\n', '2\n')
('59.8\n', '2\n')
('58.8\n', '2\n')
('57.8\n', '2\n')
('56.8\n', '2\n')
('55.9\n', '2\n')
('55.2\n', '2\n')
('55.2\n', '2\n')
('55.2\n', '2\n')
('55.2\n', '2\n')
('8:38\n', '3\n')
('8:37\n', '3\n')
('8:36\n', '3\n')
('8:35\n', '3\n')
('8:34\n', '3\n')
('8:33\n', '3\n')
('8:33\n', '3\n')
('8:33\n', '3\n')
('8:33\n', '3\n')
('8:3.\n', '3\n')
('8:33\n', '3\n')
('8:33\n', '3\n')
('8:33\n', '3\n')
('2:4\n', '3\n')
('2:46\n', '3\n')
('2:45\n', '3\n')
('2:44\n', '3\n')
('2:43\n', '3\n')
('2:42\n', '3\n')
('2:41\n', '3\n')
('2:38\n', '3\n')
('2:37\n', '3\n')
('9:01\n', '41\n')
('8:59\n', '41\n')
('8:58\n', '4\n')
('8:57\n', '41\n')
('8:56\n', '41\n')
('8:55\n', '4\n')
('11138\n', '1\n')
('4:32\n', '41\n')
('4:32\n', '41\n')
('4:31\n', '414\n')
('4:30\n', '41\n')
('4:29\n', '41\n')
('4:28\n', '4\n')
('4:26\n', '4\n')
('4:25\n', '4\n')
('1:59\n', '4\n')
('1:55\n', '41\n')
('1:55\n', '41\n')
('1:55\n', '4\n')
('1:55\n', '414\n')
('1:24\n', '41\n')
('1:23\n', '41\n')
('1:22\n', '4\n')
('1:21\n', '4\n')
('1:20\n', '4\n')
('1:19\n', '4\n')
('1:18\n', '41\n')
('1:17\n', '4\n')
('1:17\n', '4\n')
