('8:39\n', '1\n')
('8.38\n', '1\n')
('8.37\n', '1\n')
('8:36\n', '1\n')
('8:35\n', '1\n')
('8:34\n', '1\n')
('3:09\n', '1\n')
('3:08\n', '1\n')
('3:08\n', '1\n')
('3:07\n', '1\n')
('3:06\n', '1\n')
('07.9\n', '1\n')
('07.0\n', '1\n')
('06.0\n', '1\n')
('05.0\n', '1\n')
('04.0\n', '1\n')
('7:24\n', '2\n')
('7:23\n', '2\n')
('7:22\n', '2\n')
('7:21\n', '2\n')
('7:20\n', '2\n')
('7:19\n', '2\n')
('2:51\n', '2\n')
('2:50\n', '2\n')
('2:49\n', '2\n')
('2:48\n', '2\n')
('2:47\n', '2\n')
('2:45\n', '2\n')
('1:58\n', '2\n')
('1:57\n', '2\n')
('1:56\n', '2\n')
('1:55\n', '2\n')
('1:54\n', '2\n')
('1:53\n', '2\n')
('1.52\n', '2\n')
(':44.0\n', '2\n')
(':43.1\n', '2\n')
(':42.1\n', '2\n')
(':41.1\n', '2\n')
(':40.1\n', '2\n')
(':40.0\n', '2\n')
('1:40.0\n', '2\n')
(':40.0\n', '2\n')
('140.0\n', '2\n')
('9:40\n', '3\n')
('9:39\n', '3\n')
('9:38\n', '3\n')
('9:37\n', '3\n')
('9:36\n', '3\n')
('9:36\n', '3\n')
('9:36\n', '3\n')
('6:11\n', '3\n')
('6:11\n', '3\n')
('6:10\n', '3\n')
('6:09\n', '3\n')
('6:08\n', '3\n')
(':33\n', '3\n')
('2:32\n', '3\n')
('2:31\n', '3\n')
('2:30\n', '3\n')
('2:29\n', '3\n')
('2:28\n', '3\n')
('2:27\n', '3\n')
('2:26\n', '3\n')
('2:25\n', '3\n')
('1:07\n', '3\n')
('1:06\n', '3\n')
('1:05\n', '3\n')
('1:04\n', '3\n')
('1:03\n', '3\n')
('1:02\n', '3\n')
('6:11\n', '4\n')
('6:10\n', '4\n')
('6:09\n', '4\n')
('6:08\n', '4\n')
('6:08\n', '4\n')
('6:08\n', '4\n')
('6:08\n', '4\n')
('4:57\n', '4\n')
('4:56\n', '4\n')
('4:55\n', '4\n')
('4:54\n', '4\n')
('4:54\n', '4\n')
('4:54\n', '4\n')
('4:28\n', '4\n')
('4:27\n', '4\n')
('4:26\n', '4\n')
('4:25\n', '4\n')
('4:25\n', '4\n')
('4:25\n', '4\n')
('4.25\n', '4\n')
('2:37\n', '4\n')
('2:36\n', '4\n')
('2:35\n', '4\n')
('2:34\n', '4\n')
('2:33\n', '4\n')
('2:32\n', '4\n')
('2:31\n', '4\n')
('1:54\n', '4\n')
('1:53\n', '4\n')
('1:52\n', '4\n')
('1:51\n', '4\n')
('1:50\n', '4\n')
('1:49\n', '4\n')
('1:49\n', '4\n')
('1:49\n', '4\n')
('1:39\n', '4\n')
('1:38\n', '4\n')
('1:37\n', '4\n')
('1:36\n', '4\n')
('1:35\n', '4\n')
('1:34\n', '4\n')
('1:34\n', '4\n')
(':56.1\n', '4\n')
(':55.1\n', '4\n')
('54.1\n', '4\n')
('53.2\n', '4\n')
('52.1\n', '4\n')
('51.5\n', '4\n')
('91.5\n', '4\n')
(':48.1\n', '4\n')
('47.0\n', '4\n')
(':46.1\n', '4\n')
(':45.1\n', '4\n')
('44.1\n', '4\n')
('43.1\n', '4\n')
('42.2\n', '4\n')
('42.1\n', '4\n')
(':40.2\n', '4\n')
('39.2\n', '4\n')
(':38.2\n', '4\n')
('37.2\n', '4\n')
('36.2\n', '4\n')
('35.2\n', '4\n')
(':34.3\n', '4\n')
('33.3\n', '4\n')
