('6:56\n', '1\n')
('6:55\n', '1\n')
('6:54\n', '1\n')
('6:53\n', '1\n')
('6:52\n', '1\n')
('6:51\n', '1\n')
('8:38\n', '2\n')
('8:37\n', '2\n')
('8:36\n', '2\n')
('8:35\n', '2\n')
('8:34\n', '2\n')
('8:33\n', '2\n')
('8:32\n', '2\n')
('5:45\n', '2\n')
('5:44\n', '2\n')
('5:43\n', '2\n')
('5:42\n', '2\n')
('5:41\n', '2\n')
('5:40\n', '2\n')
('5:22\n', '4\n')
('5:21\n', '4\n')
('5:20\n', '4\n')
('5:19\n', '4\n')
('5:18\n', '4\n')
('2:26\n', '4\n')
('2:25\n', '4\n')
('2:24\n', '4\n')
('2:23\n', '4\n')
('2:22\n', '4\n')
('2:22\n', '4\n')
('52.0\n', '4\n')
('51.0\n', '4\n')
('50.0\n', '4\n')
('49.0\n', '4\n')
(':48.1\n', '4\n')
('20.0\n', '4\n')
(':19.1\n', '4\n')
(':18.1\n', '4\n')
('17.1\n', '4\n')
(':16.1\n', '4\n')
('15.9\n', '4\n')
(':14.1\n', '4\n')
(':13.2\n', '4\n')
('12.2\n', '4\n')
('11.2\n', '4\n')
(':10.2\n', '4\n')
('2:37\n', '21\n')
('2:36\n', '2\n')
('2:35\n', '2\n')
('2:34\n', '2\n')
('2:33\n', '2\n')
('2:32\n', '21\n')
('1:02\n', '2\n')
('1:01\n', '2\n')
('1:00\n', '2\n')
(':59.3\n', '2\n')
(':58.4\n', '2\n')
('58.1\n', '2\n')
(':57.7\n', '2\n')
(':56.7\n', '2\n')
(':04.2\n', '2\n')
(':04.2\n', '2\n')
(':03.7\n', '2\n')
('02.7\n', '2\n')
(':01.7\n', '21\n')
(':00.7\n', '2\n')
(':00.0\n', '2\n')
