('10:55\n', '1\n')
('10:54\n', '1\n')
('10:53\n', '1\n')
('10:52\n', '1\n')
('10:51\n', '11\n')
('10:50\n', '1\n')
('7:17\n', '1\n')
('7:16\n', '1\n')
('7:15\n', '1\n')
('7:14\n', '11\n')
('5:26\n', '1\n')
('5:25\n', '1\n')
('5:24\n', '1\n')
('5:23\n', '1\n')
('5:22\n', '11\n')
('3:40\n', '1\n')
('3:39\n', '11\n')
('3:38\n', '11\n')
('3:37\n', '1\n')
('3:36\n', '1\n')
('3:35\n', '1\n')
('3:34\n', '1\n')
('3:33\n', '1\n')
('47.4\n', '11\n')
(':46.4\n', '11\n')
(':45.4\n', '11\n')
('44.4\n', '1\n')
('43.5\n', '1\n')
('42.5\n', '1\n')
('42.0\n', '1\n')
('9:35\n', '2\n')
('9:34\n', '2\n')
('9:33\n', '2\n')
('9:32\n', '2\n')
('9:31\n', '2\n')
('9:30\n', '2\n')
('9:29\n', '2\n')
('4:51\n', '2\n')
('4:51\n', '2\n')
('4:50\n', '2\n')
('4:49\n', '2\n')
('4:48\n', '2\n')
('4:47\n', '2\n')
(':51.0\n', '2\n')
(':50.0\n', '2\n')
(':49.0\n', '2\n')
(':48.0\n', '2\n')
('47.3\n', '2\n')
(':47.3\n', '2\n')
('4753\n', '2\n')
('473\n', '2\n')
(':06.5\n', '2\n')
('105.5\n', '2\n')
('104.6\n', '2\n')
(':03.6\n', '2\n')
('102.6\n', '2\n')
('01.6\n', '2\n')
('01.1\n', '2\n')
('11:53\n', '3\n')
('11:52\n', '3\n')
('11:5\n', '3\n')
('11:50\n', '3\n')
('11:49\n', '3\n')
('11:48\n', '3\n')
('6:46\n', '3\n')
('6:45\n', '3\n')
('6:44\n', '3\n')
('6:43\n', '3\n')
('6:42\n', '3\n')
('6:41\n', '3\n')
('6:40\n', '3\n')
('6:40\n', '3\n')
('6:39\n', '3\n')
('5:08\n', '3\n')
('5:08\n', '3\n')
('5:07\n', '3\n')
('5:06\n', '3\n')
('5:05\n', '3\n')
('5904\n', '3\n')
(':55.6\n', '3\n')
(':54.6\n', '3\n')
(':53.6\n', '3\n')
(':52.6\n', '3\n')
('51.7\n', '3\n')
(':51.6\n', '3\n')
('11:41\n', '411\n')
('11:40\n', '411\n')
('11:39\n', '41\n')
('11:38\n', '41\n')
('11:37\n', '41\n')
('11:36\n', '41\n')
('10:14\n', '41\n')
('10:13\n', '41\n')
('10:12\n', '41\n')
('10:11\n', '411\n')
('10:10\n', '41\n')
('10:09\n', '41\n')
('5:40\n', '411\n')
('5:39\n', '41\n')
('5:38\n', '41\n')
('5:37\n', '41\n')
('5:36\n', '414\n')
('5:35\n', '41\n')
('2:55\n', '41\n')
('2:54\n', '41\n')
('2:53\n', '41\n')
('2:52\n', '41\n')
('2:5\n', '411\n')
('2:50\n', '41\n')
('2:49\n', '41\n')
('2:49\n', '41\n')
