1st,"(0, 720]",3.561256544502618,3.14869109947644
2nd,"(0, 720]",4.322513089005236,3.843979057591623
3rd,"(0, 720]",4.408376963350785,3.832460732984293
4th,"(0, 720]",4.66282722513089,3.92565445026178
