"
quarter","
time_left_qtr","num_highlights_per_game
"
1st,"(0, 360]",2.1769633507853405
1st,"(360, 720]",1.3842931937172775
2nd,"(0, 360]",2.58848167539267
2nd,"(360, 720]",1.7340314136125654
3rd,"(0, 360]",2.3539267015706806
3rd,"(360, 720]",2.054450261780105
4th,"(0, 360]",2.8890052356020943
4th,"(360, 720]",1.7738219895287959
